,stimulus,response,RT,correct
1361,0,0,2,1
1362,0,0,2,1
1363,0,0,2,1
1364,0,0,2,1
1365,0,0,2,1
1366,0,0,2,1
1367,0,0,2,1
1368,0,0,2,1
1369,0,0,2,1
1370,0,0,2,1
1371,0,0,2,1
1372,0,0,2,1
1373,0,0,2,1
1374,0,0,2,1
1375,0,0,2,1
1376,0,0,2,1
1377,0,0,2,1
1378,0,0,2,1
1379,0,0,2,1
1380,0,0,2,1
1381,0,0,2,1
1382,0,0,2,1
1383,0,0,2,1
1384,0,0,2,1
1385,0,0,2,1
1386,0,0,2,1
1387,0,0,2,1
1388,0,0,2,1
1389,0,0,2,1
1390,0,0,2,1
1391,0,0,2,1
1392,0,0,2,1
1393,0,0,2,1
1394,0,0,2,1
1395,0,0,2,1
1396,0,0,2,1
1397,0,0,2,1
1398,0,0,2,1
1399,0,0,2,1
1400,0,0,2,1
1401,0,0,2,1
1402,0,0,2,1
1403,0,0,2,1
1404,0,0,2,1
1405,0,0,2,1
1406,0,0,2,1
1407,0,0,2,1
1408,0,0,2,1
1409,0,0,2,1
1410,0,0,2,1
1411,0,0,2,1
1412,0,0,2,1
1413,0,0,2,1
1414,0,0,2,1
1415,0,0,2,1
1416,0,0,2,1
1417,0,0,2,1
1418,0,0,2,1
1419,0,0,2,1
1420,0,0,2,1
1421,0,0,2,1
1422,0,0,2,1
1423,0,0,2,1
1424,0,0,2,1
1425,0,0,2,1
1426,0,0,2,1
1427,0,0,2,1
1428,0,0,2,1
1429,0,0,2,1
1430,0,0,2,1
1431,0,0,2,1
1432,0,0,2,1
1433,0,0,2,1
1434,0,0,2,1
1435,0,0,2,1
1436,0,0,2,1
1437,0,0,2,1
1438,0,0,2,1
1439,0,0,2,1
1440,0,0,2,1
1441,0,0,2,1
1442,0,0,2,1
1443,0,0,2,1
1444,0,0,2,1
1445,0,0,2,1
1446,0,0,2,1
1447,0,0,2,1
1448,0,0,2,1
1449,0,0,2,1
1450,0,0,2,1
1451,0,0,2,1
1452,0,0,2,1
1453,0,0,2,1
1454,0,0,2,1
1455,0,0,2,1
1456,0,0,2,1
1457,0,0,2,1
1458,0,0,2,1
1459,0,0,2,1
1460,0,0,2,1
1461,0,0,2,1
1462,0,0,2,1
1463,0,0,2,1
1464,0,0,2,1
1465,0,0,2,1
1466,0,0,2,1
1467,0,0,2,1
1468,0,0,2,1
1469,0,0,2,1
1470,0,0,2,1
1471,0,0,2,1
1472,0,0,2,1
1473,0,0,2,1
1474,0,0,2,1
1475,0,0,2,1
1476,0,0,2,1
1477,0,0,2,1
1478,0,0,2,1
1479,0,0,2,1
1480,0,0,2,1
1481,0,0,2,1
1482,0,0,2,1
1483,0,0,2,1
1484,0,0,2,1
1485,0,0,2,1
1486,0,0,2,1
1487,0,0,2,1
1488,0,0,2,1
1489,0,0,2,1
1490,0,0,2,1
1491,0,0,2,1
1492,0,0,2,1
1493,0,0,2,1
1494,0,0,2,1
1495,0,0,2,1
1496,0,0,2,1
1497,0,0,2,1
1498,0,0,2,1
1499,0,0,2,1
1500,0,0,2,1
1501,0,0,2,1
1502,0,0,2,1
1503,0,0,2,1
1504,0,0,2,1
1505,0,0,2,1
1506,0,0,2,1
1507,0,0,2,1
1508,0,0,2,1
1509,0,0,2,1
1510,0,0,2,1
1511,0,0,2,1
1512,0,0,2,1
1513,0,0,2,1
1514,0,0,2,1
1515,0,0,2,1
1516,0,0,2,1
1517,0,0,2,1
1518,0,0,2,1
1519,0,0,2,1
1520,0,0,2,1
1521,0,0,2,1
1522,0,0,2,1
1523,0,0,2,1
1524,0,0,2,1
1525,0,0,2,1
1526,0,0,2,1
1527,0,0,2,1
1528,0,0,2,1
1529,0,0,2,1
1530,0,0,2,1
1531,0,0,2,1
1532,0,0,2,1
1533,0,0,2,1
1534,0,0,2,1
1535,0,0,2,1
1536,0,0,2,1
1537,0,0,2,1
1538,0,0,2,1
1539,0,0,2,1
1540,0,0,2,1
1541,0,0,2,1
1542,0,0,2,1
1543,0,0,2,1
1544,0,0,2,1
1545,0,0,2,1
1546,0,0,2,1
1547,0,0,2,1
1548,0,0,2,1
1549,0,0,2,1
1550,0,0,2,1
1551,0,0,2,1
1552,0,0,2,1
1553,0,0,2,1
1554,0,0,2,1
1555,0,0,2,1
1556,0,0,2,1
1557,0,0,2,1
1558,0,0,2,1
1559,0,0,2,1
1560,0,0,2,1
1561,0,0,2,1
1562,0,0,2,1
1563,0,0,2,1
1564,0,0,2,1
1565,0,0,2,1
1566,0,0,2,1
1567,0,0,2,1
1568,0,0,2,1
1569,0,0,2,1
1570,0,0,2,1
1571,0,0,2,1
1572,0,0,2,1
1573,0,0,2,1
1574,0,0,2,1
1575,0,0,2,1
1576,0,0,2,1
1577,0,0,2,1
1578,0,0,2,1
1579,0,0,2,1
1580,0,0,2,1
1581,0,0,2,1
1582,0,0,2,1
1583,0,0,2,1
1584,0,0,2,1
1585,0,0,2,1
1586,0,0,2,1
1587,0,0,2,1
1588,0,0,2,1
1589,0,0,2,1
1590,0,0,2,1
1591,0,0,2,1
1592,0,0,2,1
1593,0,0,2,1
1594,0,0,2,1
1595,0,0,2,1
1596,0,0,2,1
1597,0,0,2,1
1598,0,0,2,1
1599,0,0,2,1
1600,0,0,2,1
1601,0,0,2,1
1602,0,0,2,1
1603,0,0,2,1
1604,0,0,2,1
1605,0,0,2,1
1606,0,0,2,1
1607,0,0,2,1
1608,0,0,2,1
1609,0,0,2,1
1610,0,0,2,1
1611,0,0,2,1
1612,0,0,2,1
1613,0,0,2,1
1614,0,0,2,1
1615,0,0,2,1
1616,0,0,2,1
1617,0,0,2,1
1618,0,0,2,1
1619,0,0,2,1
1620,0,0,2,1
1621,0,0,2,1
1622,0,0,2,1
1623,0,0,2,1
1624,0,0,2,1
1625,0,0,2,1
1626,0,0,2,1
1627,0,0,2,1
1628,0,0,2,1
1629,0,0,2,1
1630,0,0,2,1
1631,0,0,2,1
1632,0,0,2,1
1633,0,0,2,1
1634,0,0,2,1
1635,0,0,2,1
1636,0,0,2,1
1637,0,0,2,1
1638,0,0,2,1
1639,0,0,2,1
1640,0,0,2,1
1641,0,0,2,1
1642,0,0,2,1
1643,0,0,2,1
1644,0,0,2,1
1645,0,0,2,1
1646,0,0,2,1
1647,0,0,2,1
1648,0,0,2,1
1649,0,0,2,1
1650,0,0,2,1
1651,0,0,2,1
1652,0,0,2,1
1653,0,0,2,1
1654,0,0,2,1
1655,0,0,2,1
1656,0,0,2,1
1657,0,0,2,1
1658,0,0,2,1
1659,0,0,2,1
1660,0,0,2,1
1661,0,0,2,1
1662,0,0,2,1
1663,0,0,2,1
1664,0,0,2,1
1665,0,0,2,1
1666,0,0,2,1
1667,0,0,2,1
1668,0,0,2,1
1669,0,0,2,1
1670,0,0,2,1
1671,0,0,2,1
1672,0,0,2,1
1673,0,0,2,1
1674,0,0,2,1
1675,0,0,2,1
1676,0,0,2,1
1677,0,0,2,1
1678,0,0,2,1
1679,0,0,2,1
1680,0,0,2,1
1681,0,0,2,1
1682,0,0,2,1
1683,0,0,2,1
1684,0,0,2,1
1685,0,0,2,1
1686,0,0,2,1
1687,0,0,2,1
1688,0,0,2,1
1689,0,0,2,1
1690,0,0,2,1
1691,0,0,2,1
1692,0,0,2,1
1693,0,0,2,1
1694,0,0,2,1
1695,0,0,2,1
1696,0,0,2,1
1697,0,0,2,1
1698,0,0,2,1
1699,0,0,2,1
1700,0,0,2,1
1701,0,0,2,1
1702,0,0,2,1
1703,0,0,2,1
1704,0,0,2,1
1705,0,0,2,1
1706,0,0,2,1
1707,0,0,2,1
1708,0,0,2,1
1709,0,0,2,1
1710,0,0,2,1
1711,0,0,2,1
1712,0,0,2,1
1713,0,0,2,1
1714,0,0,2,1
1715,0,0,2,1
1716,0,0,2,1
1717,0,0,2,1
1718,0,0,2,1
1719,0,0,2,1
1720,0,0,2,1
1721,0,0,2,1
1722,0,0,2,1
1723,0,0,2,1
1724,0,0,2,1
1725,0,0,2,1
1726,0,0,2,1
1727,0,0,2,1
1728,0,0,2,1
1729,0,0,2,1
1730,0,0,2,1
1731,0,0,2,1
1732,0,0,2,1
1733,0,0,2,1
1734,0,0,2,1
1735,0,0,2,1
1736,0,0,2,1
1737,0,0,2,1
1738,0,0,2,1
1739,0,0,2,1
1740,0,0,2,1
1741,0,0,2,1
1742,0,0,2,1
1743,0,0,2,1
1744,0,0,2,1
1745,0,0,2,1
1746,0,0,2,1
1747,0,0,2,1
1748,0,0,2,1
1749,0,0,2,1
1750,0,0,2,1
1751,0,0,2,1
1752,0,0,2,1
1753,0,0,2,1
1754,0,0,2,1
1755,0,0,2,1
1756,0,0,2,1
1757,0,0,2,1
1758,0,0,2,1
1759,0,0,2,1
1760,0,0,2,1
1761,0,0,2,1
1762,0,0,2,1
1763,0,0,2,1
1764,0,0,2,1
1765,0,0,2,1
1766,0,0,2,1
1767,0,0,2,1
1768,0,0,2,1
1769,0,0,2,1
1770,0,0,2,1
1771,0,0,2,1
1772,0,0,2,1
1773,0,0,2,1
1774,0,0,2,1
1775,0,0,2,1
1776,0,0,2,1
1777,0,0,2,1
1778,0,0,2,1
1779,0,0,2,1
1780,0,0,2,1
1781,0,0,2,1
1782,0,0,2,1
1783,0,0,2,1
1784,0,0,2,1
1785,0,0,2,1
1786,0,0,2,1
1787,0,0,2,1
1788,0,0,2,1
1789,0,0,2,1
1790,0,0,2,1
1791,0,0,2,1
1792,0,0,2,1
1793,0,0,2,1
1794,0,0,2,1
1795,0,0,2,1
1796,0,0,2,1
1797,0,0,2,1
1798,0,0,2,1
1799,0,0,2,1
1800,0,0,2,1
1801,0,0,2,1
1802,0,0,2,1
1803,0,0,2,1
1804,0,0,2,1
1805,0,0,2,1
1806,0,0,2,1
1807,0,0,2,1
1808,0,0,2,1
1809,0,0,2,1
1810,0,0,2,1
1811,0,0,2,1
1812,0,0,2,1
1813,0,0,2,1
1814,0,0,2,1
1815,0,0,2,1
1816,0,0,2,1
1817,0,0,2,1
1818,0,0,2,1
1819,0,0,2,1
1820,0,0,2,1
1821,0,0,2,1
1822,0,0,2,1
1823,0,0,2,1
1824,0,0,2,1
1825,0,0,2,1
1826,0,0,2,1
1827,0,0,2,1
1828,0,0,2,1
1829,0,0,2,1
1830,0,0,2,1
1831,0,0,2,1
1832,0,0,2,1
1833,0,0,2,1
1834,0,0,2,1
1835,0,0,2,1
1836,0,0,2,1
1837,0,0,2,1
1838,0,0,2,1
1839,0,0,2,1
1840,0,0,2,1
1841,0,0,2,1
1842,0,0,2,1
1843,0,0,2,1
1844,0,0,2,1
1845,0,0,2,1
1846,0,0,2,1
1847,0,0,2,1
1848,0,0,2,1
1849,0,0,2,1
1850,0,0,2,1
1851,0,0,2,1
1852,0,0,2,1
1853,0,0,2,1
1854,0,0,2,1
1855,0,0,2,1
1856,0,0,2,1
1857,0,0,2,1
1858,0,0,2,1
1859,0,0,2,1
1860,0,0,2,1
1861,0,0,2,1
1862,0,0,2,1
1863,0,0,2,1
1864,0,0,2,1
1865,0,0,2,1
1866,0,0,2,1
1867,0,0,2,1
1868,0,0,2,1
1869,0,0,2,1
1870,0,0,2,1
1871,0,0,2,1
1872,0,0,2,1
1873,0,0,2,1
1874,0,0,2,1
1875,0,0,2,1
1876,0,0,2,1
1877,0,0,2,1
1878,0,0,2,1
1879,0,0,2,1
1880,0,0,2,1
1881,0,0,2,1
1882,0,0,2,1
1883,0,0,2,1
1884,0,0,2,1
1885,0,0,2,1
1886,0,0,2,1
1887,0,0,2,1
1888,0,0,2,1
1889,0,0,2,1
1890,0,0,2,1
1891,0,0,2,1
1892,0,0,2,1
1893,0,0,2,1
1894,0,0,2,1
1895,0,0,2,1
1896,0,0,2,1
1897,0,0,2,1
1898,0,0,2,1
1899,0,0,2,1
1900,0,0,2,1
1901,0,0,2,1
1902,0,0,2,1
1903,0,0,2,1
1904,0,0,2,1
1905,0,0,2,1
1906,0,0,2,1
1907,0,0,2,1
1908,0,0,2,1
1909,0,0,2,1
1910,0,0,2,1
1911,0,0,2,1
1912,0,0,2,1
1913,0,0,2,1
1914,0,0,2,1
1915,0,0,2,1
1916,0,0,2,1
1917,0,0,2,1
1918,0,0,2,1
1919,0,0,2,1
1920,0,0,2,1
1921,0,0,2,1
1922,0,0,2,1
1923,0,0,2,1
1924,0,0,2,1
1925,0,0,2,1
1926,0,0,2,1
1927,0,0,2,1
1928,0,0,2,1
1929,0,0,2,1
1930,0,0,2,1
1931,0,0,2,1
1932,0,0,2,1
1933,0,0,2,1
1934,0,0,2,1
1935,0,0,2,1
1936,0,0,2,1
1937,0,0,2,1
1938,0,0,2,1
1939,0,0,2,1
1940,0,0,2,1
1941,0,0,2,1
1942,0,0,2,1
1943,0,0,2,1
1944,0,0,2,1
1945,0,0,2,1
1946,0,0,2,1
1947,0,0,2,1
1948,0,0,2,1
1949,0,0,2,1
1950,0,0,2,1
1951,0,0,2,1
1952,0,0,2,1
1953,0,0,2,1
1954,0,0,2,1
1955,0,0,2,1
1956,0,0,2,1
1957,0,0,2,1
1958,0,0,2,1
1959,0,0,2,1
1960,0,0,2,1
1961,0,0,2,1
1962,0,0,2,1
1963,0,0,2,1
1964,0,0,2,1
1965,0,0,2,1
1966,0,0,2,1
1967,0,0,2,1
1968,0,0,2,1
1969,0,0,2,1
1970,0,0,2,1
1971,0,0,2,1
1972,0,0,2,1
1973,0,0,2,1
1974,0,0,2,1
1975,0,0,2,1
1976,0,0,2,1
1977,0,0,2,1
1978,0,0,2,1
1979,0,0,2,1
1980,0,0,2,1
1981,0,0,2,1
1982,0,0,2,1
1983,0,0,2,1
1984,0,0,2,1
1985,0,0,2,1
1986,0,0,2,1
1987,0,0,2,1
1988,0,0,2,1
1989,0,0,2,1
1990,0,0,2,1
1991,0,0,2,1
1992,0,0,2,1
1993,0,0,2,1
1994,0,0,2,1
1995,0,0,2,1
1996,0,0,2,1
1997,0,0,2,1
1998,0,0,2,1
1999,0,0,2,1
2000,1,1,2,1
2001,1,1,2,1
2002,1,1,3,1
2003,1,1,2,1
2004,1,1,2,1
2005,1,1,2,1
2006,1,1,3,1
2007,1,0,3,0
2008,1,1,2,1
2009,1,1,2,1
2010,1,1,2,1
2011,1,1,3,1
2012,1,1,2,1
2013,1,1,2,1
2014,1,1,2,1
2015,1,1,2,1
2016,1,1,2,1
2017,1,0,2,0
2018,1,1,6,1
2019,1,1,2,1
2020,1,1,3,1
2021,1,1,2,1
2022,1,1,2,1
2023,1,1,2,1
2024,1,1,2,1
2025,1,1,6,1
2026,1,1,3,1
2027,1,1,2,1
2028,1,1,2,1
2029,1,0,2,0
2030,1,1,2,1
2031,1,1,2,1
2032,1,1,2,1
2033,1,1,2,1
2034,1,1,2,1
2035,1,1,3,1
2036,1,1,3,1
2037,1,1,3,1
2038,1,1,2,1
2039,1,1,2,1
2040,1,0,3,0
2041,1,1,2,1
2042,1,1,2,1
2043,1,1,2,1
2044,1,1,2,1
2045,1,1,2,1
2046,1,1,9,1
2047,1,1,2,1
2048,1,0,2,0
2049,1,0,2,0
2050,1,1,2,1
2051,1,1,2,1
2052,1,1,4,1
2053,1,1,3,1
2054,1,1,4,1
2055,1,1,2,1
2056,1,1,2,1
2057,1,1,2,1
2058,1,1,2,1
2059,1,1,3,1
2060,1,1,2,1
2061,1,1,3,1
2062,1,0,3,0
2063,1,1,3,1
2064,1,0,2,0
2065,1,1,3,1
2066,1,1,2,1
2067,1,1,2,1
2068,1,0,2,0
2069,1,1,2,1
2070,1,1,6,1
2071,1,1,2,1
2072,1,1,2,1
2073,1,1,3,1
2074,1,1,2,1
2075,1,1,2,1
2076,1,1,3,1
2077,1,1,2,1
2078,1,1,2,1
2079,1,1,2,1
2080,1,1,2,1
2081,1,1,3,1
2082,1,1,2,1
2083,1,1,3,1
2084,1,1,2,1
2085,1,1,2,1
2086,1,1,2,1
2087,1,1,3,1
2088,1,1,3,1
2089,1,1,2,1
2090,1,1,2,1
2091,1,1,2,1
2092,1,1,2,1
2093,1,1,2,1
2094,1,1,2,1
2095,1,0,2,0
2096,1,1,2,1
2097,1,1,2,1
2098,1,1,2,1
2099,1,1,2,1
2100,1,1,2,1
2101,1,1,2,1
2102,1,1,3,1
2103,1,1,2,1
2104,1,1,2,1
2105,1,1,2,1
2106,1,0,2,0
2107,1,1,2,1
2108,1,1,2,1
2109,1,1,2,1
2110,1,1,3,1
2111,1,1,3,1
2112,1,1,2,1
2113,1,1,2,1
2114,1,1,2,1
2115,1,1,3,1
2116,1,1,2,1
2117,1,1,2,1
2118,1,1,2,1
2119,1,1,2,1
2120,1,1,3,1
2121,1,1,3,1
2122,1,1,4,1
2123,1,1,2,1
2124,1,1,2,1
2125,1,1,2,1
2126,1,1,2,1
2127,1,1,2,1
2128,1,1,2,1
2129,1,1,3,1
2130,1,0,2,0
2131,1,1,2,1
2132,1,1,2,1
2133,1,0,2,0
2134,1,1,2,1
2135,1,1,2,1
2136,1,1,2,1
2137,1,0,2,0
2138,1,1,3,1
2139,1,1,3,1
2140,1,1,2,1
2141,1,1,2,1
2142,1,1,3,1
2143,1,1,2,1
2144,1,1,2,1
2145,1,1,3,1
2146,1,1,2,1
2147,1,1,3,1
2148,1,1,4,1
2149,1,1,3,1
2150,1,1,4,1
2151,1,1,3,1
2152,1,1,2,1
2153,1,1,4,1
2154,1,1,3,1
2155,1,1,2,1
2156,1,0,2,0
2157,1,1,2,1
2158,1,1,2,1
2159,1,1,2,1
2160,1,1,2,1
2161,1,1,2,1
2162,1,1,2,1
2163,1,1,3,1
2164,1,1,2,1
2165,1,1,2,1
2166,1,0,2,0
2167,1,1,2,1
2168,1,1,2,1
2169,1,1,2,1
2170,1,0,2,0
2171,1,1,3,1
2172,1,1,3,1
2173,1,1,2,1
2174,1,1,2,1
2175,1,1,2,1
2176,1,1,2,1
2177,1,1,2,1
2178,1,1,3,1
2179,1,1,2,1
2180,1,1,2,1
2181,1,1,2,1
2182,1,1,4,1
2183,1,1,3,1
2184,1,1,2,1
2185,1,1,3,1
2186,1,1,2,1
2187,1,1,2,1
2188,1,1,3,1
2189,1,1,2,1
2190,1,1,2,1
2191,1,1,3,1
2192,1,1,2,1
2193,1,1,2,1
2194,1,1,2,1
2195,1,1,2,1
2196,1,1,2,1
2197,1,1,2,1
2198,1,1,2,1
2199,1,1,2,1
2200,1,1,2,1
2201,1,1,2,1
2202,1,1,2,1
2203,1,1,2,1
2204,1,1,2,1
2205,1,1,2,1
2206,1,1,3,1
2207,1,1,3,1
2208,1,1,4,1
2209,1,1,2,1
2210,1,1,4,1
2211,1,1,2,1
2212,1,1,2,1
2213,1,1,2,1
2214,1,1,2,1
2215,1,1,2,1
2216,1,1,2,1
2217,1,1,2,1
2218,1,1,2,1
2219,1,1,3,1
2220,1,1,2,1
2221,1,1,2,1
2222,1,1,2,1
2223,1,1,2,1
2224,1,1,2,1
2225,1,1,2,1
2226,1,1,2,1
2227,1,1,3,1
2228,1,1,2,1
2229,1,1,3,1
2230,1,1,3,1
2231,1,0,4,0
2232,1,1,2,1
2233,1,1,2,1
2234,1,1,3,1
2235,1,1,2,1
2236,1,1,2,1
2237,1,1,2,1
2238,1,0,2,0
2239,1,1,2,1
2240,1,1,2,1
2241,1,1,2,1
2242,1,1,2,1
2243,1,1,2,1
2244,1,1,2,1
2245,1,1,2,1
2246,1,1,2,1
2247,1,1,2,1
2248,1,1,2,1
2249,1,1,3,1
2250,1,1,3,1
2251,1,1,2,1
2252,1,1,2,1
2253,1,1,2,1
2254,1,1,3,1
2255,1,1,2,1
2256,1,1,3,1
2257,1,1,2,1
2258,1,1,2,1
2259,1,0,2,0
2260,1,1,3,1
2261,1,1,2,1
2262,1,1,2,1
2263,1,1,2,1
2264,1,1,2,1
2265,1,1,2,1
2266,1,1,4,1
2267,1,1,2,1
2268,1,1,2,1
2269,1,1,2,1
2270,1,1,4,1
2271,1,1,3,1
2272,1,1,2,1
2273,1,1,2,1
2274,1,1,2,1
2275,1,1,3,1
2276,1,1,2,1
2277,1,0,2,0
2278,1,1,2,1
2279,1,1,3,1
2280,1,1,2,1
2281,1,1,3,1
2282,1,1,2,1
2283,1,1,2,1
2284,1,1,2,1
2285,1,1,2,1
2286,1,1,2,1
2287,1,1,2,1
2288,1,1,3,1
2289,1,1,2,1
2290,1,1,3,1
2291,1,1,5,1
2292,1,1,2,1
2293,1,1,2,1
2294,1,1,2,1
2295,1,0,2,0
2296,1,1,3,1
2297,1,0,2,0
2298,1,1,2,1
2299,1,1,2,1
2300,1,0,3,0
2301,1,1,2,1
2302,1,1,2,1
2303,1,1,2,1
2304,1,1,2,1
2305,1,1,2,1
2306,1,1,2,1
2307,1,1,2,1
2308,1,1,2,1
2309,1,1,2,1
2310,1,1,2,1
2311,1,1,3,1
2312,1,1,2,1
2313,1,1,2,1
2314,1,1,3,1
2315,1,1,2,1
2316,1,1,2,1
2317,1,1,2,1
2318,1,1,3,1
2319,1,1,2,1
2320,1,1,2,1
2321,1,1,2,1
2322,1,1,2,1
2323,1,1,3,1
2324,1,1,2,1
2325,1,1,3,1
2326,1,1,2,1
2327,1,1,2,1
2328,1,1,2,1
2329,1,1,2,1
2330,1,1,2,1
2331,1,1,2,1
2332,1,1,2,1
2333,1,1,3,1
2334,1,1,2,1
2335,1,1,2,1
2336,1,1,2,1
2337,1,1,6,1
2338,1,1,2,1
2339,1,1,2,1
2340,1,1,2,1
2341,1,1,2,1
2342,1,1,5,1
2343,1,1,2,1
2344,1,1,4,1
2345,1,1,2,1
2346,1,1,2,1
2347,1,1,2,1
2348,1,1,2,1
2349,1,1,2,1
2350,1,1,2,1
2351,1,1,2,1
2352,1,0,2,0
2353,1,1,2,1
2354,1,1,2,1
2355,1,1,4,1
2356,1,1,2,1
2357,1,1,2,1
2358,1,1,2,1
2359,1,1,2,1
2360,1,1,3,1
2361,1,0,2,0
2362,1,1,2,1
2363,1,1,3,1
2364,1,1,3,1
2365,1,1,2,1
2366,1,1,2,1
2367,1,1,3,1
2368,1,1,2,1
2369,1,1,2,1
2370,1,1,2,1
2371,1,1,3,1
2372,1,1,2,1
2373,1,1,5,1
2374,1,1,2,1
2375,1,1,2,1
2376,1,1,2,1
2377,1,1,2,1
2378,1,1,3,1
2379,1,1,2,1
2380,1,1,2,1
2381,1,1,2,1
2382,1,1,2,1
2383,1,1,2,1
2384,1,1,2,1
2385,1,1,3,1
2386,1,1,2,1
2387,1,1,2,1
2388,1,1,3,1
2389,1,1,2,1
2390,1,1,2,1
2391,1,1,2,1
2392,1,1,3,1
2393,1,1,2,1
2394,1,1,3,1
2395,1,1,4,1
2396,1,1,2,1
2397,1,1,2,1
2398,1,1,3,1
2399,1,1,2,1
2400,1,1,2,1
2401,1,1,2,1
2402,1,1,2,1
2403,1,1,2,1
2404,1,1,2,1
2405,1,1,2,1
2406,1,1,2,1
2407,1,1,2,1
2408,1,0,2,0
2409,1,1,2,1
2410,1,0,2,0
2411,1,0,2,0
2412,1,1,2,1
2413,1,1,2,1
2414,1,1,2,1
2415,1,1,2,1
2416,1,1,2,1
2417,1,1,2,1
2418,1,1,2,1
2419,1,0,2,0
2420,1,1,3,1
2421,1,1,4,1
2422,1,1,4,1
2423,1,1,2,1
2424,1,1,2,1
2425,1,1,2,1
2426,1,1,2,1
2427,1,1,3,1
2428,1,1,2,1
2429,1,1,2,1
2430,1,1,2,1
2431,1,1,2,1
2432,1,1,2,1
2433,1,1,3,1
2434,1,0,2,0
2435,1,0,2,0
2436,1,1,2,1
2437,1,1,2,1
2438,1,1,2,1
2439,1,1,2,1
2440,1,1,2,1
2441,1,1,2,1
2442,1,1,3,1
2443,1,1,2,1
2444,1,1,4,1
2445,1,1,3,1
2446,1,1,2,1
2447,1,1,2,1
2448,1,1,2,1
2449,1,1,3,1
2450,1,1,2,1
2451,1,1,3,1
2452,1,1,2,1
2453,1,1,2,1
2454,1,1,2,1
2455,1,1,2,1
2456,1,1,2,1
2457,1,1,2,1
2458,1,1,2,1
2459,1,1,2,1
2460,1,1,3,1
2461,1,1,2,1
2462,1,0,2,0
2463,1,1,3,1
2464,1,1,3,1
2465,1,1,2,1
2466,1,1,2,1
2467,1,1,2,1
2468,1,1,2,1
2469,1,1,2,1
2470,1,1,2,1
2471,1,1,3,1
2472,1,1,2,1
2473,1,1,2,1
2474,1,1,2,1
2475,1,1,2,1
2476,1,1,3,1
2477,1,1,2,1
2478,1,1,2,1
2479,1,1,2,1
2480,1,1,2,1
2481,1,1,3,1
2482,1,1,2,1
2483,1,1,2,1
2484,1,1,3,1
2485,1,1,3,1
2486,1,1,3,1
2487,1,0,5,0
2488,1,1,2,1
2489,1,1,2,1
2490,1,1,4,1
2491,1,1,2,1
2492,1,1,2,1
2493,1,1,2,1
2494,1,0,2,0
2495,1,1,2,1
2496,1,1,3,1
2497,1,0,3,0
2498,1,1,2,1
2499,1,1,2,1
2500,1,1,2,1
2501,1,1,2,1
2502,1,1,2,1
2503,1,1,2,1
2504,1,1,2,1
2505,1,1,2,1
2506,1,1,2,1
2507,1,1,2,1
2508,1,1,2,1
2509,1,1,2,1
2510,1,1,2,1
2511,1,1,2,1
2512,1,1,3,1
2513,1,1,2,1
2514,1,1,2,1
2515,1,1,2,1
2516,1,1,2,1
2517,1,1,2,1
2518,1,1,2,1
2519,1,1,2,1
2520,1,1,2,1
2521,1,1,2,1
2522,1,1,2,1
2523,1,0,2,0
2524,1,1,2,1
2525,1,1,3,1
2526,1,1,2,1
2527,1,1,2,1
2528,1,1,3,1
2529,1,1,2,1
2530,1,1,3,1
2531,1,1,3,1
2532,1,1,3,1
2533,1,1,2,1
2534,1,0,2,0
2535,1,1,3,1
2536,1,1,2,1
2537,1,1,2,1
2538,1,1,2,1
2539,1,1,2,1
2540,1,1,2,1
2541,1,1,2,1
2542,1,1,2,1
2543,1,1,2,1
2544,1,1,2,1
2545,1,1,2,1
2546,1,1,3,1
2547,1,1,2,1
2548,1,1,2,1
2549,1,1,2,1
2550,1,1,2,1
2551,1,1,2,1
2552,1,1,2,1
2553,1,1,2,1
2554,1,1,2,1
2555,1,1,3,1
2556,1,1,2,1
2557,1,0,2,0
2558,1,1,2,1
2559,1,1,2,1
2560,1,1,2,1
2561,1,1,2,1
2562,1,1,2,1
2563,1,1,2,1
2564,1,1,3,1
2565,1,1,2,1
2566,1,1,4,1
2567,1,0,2,0
2568,1,1,2,1
2569,1,1,2,1
2570,1,1,2,1
2571,1,1,2,1
2572,1,1,2,1
2573,1,1,2,1
2574,1,1,2,1
2575,1,1,2,1
2576,1,1,2,1
2577,1,1,2,1
2578,1,1,2,1
2579,1,1,3,1
2580,1,1,2,1
2581,1,1,2,1
2582,1,1,2,1
2583,1,1,2,1
2584,1,1,2,1
2585,1,1,4,1
2586,1,1,2,1
2587,1,1,2,1
2588,1,1,2,1
2589,1,1,3,1
2590,1,1,3,1
2591,1,1,2,1
2592,1,1,2,1
2593,1,1,2,1
2594,1,1,2,1
2595,1,1,2,1
2596,1,1,2,1
2597,1,1,2,1
2598,1,1,3,1
2599,1,1,2,1
2600,1,1,2,1
2601,1,0,2,0
2602,1,1,2,1
2603,1,1,2,1
2604,1,1,2,1
2605,1,1,3,1
2606,1,1,2,1
2607,1,1,3,1
2608,1,1,2,1
2609,1,1,2,1
2610,1,1,2,1
2611,1,1,2,1
2612,1,1,2,1
2613,1,1,2,1
2614,1,0,2,0
2615,1,1,2,1
2616,1,1,2,1
2617,1,1,2,1
2618,1,1,2,1
2619,1,1,2,1
2620,1,1,3,1
2621,1,1,2,1
2622,1,1,2,1
2623,1,1,2,1
2624,1,1,2,1
2625,1,1,3,1
2626,1,1,2,1
2627,1,1,3,1
2628,1,1,2,1
2629,1,1,2,1
2630,1,1,2,1
2631,1,1,2,1
